,Unnamed: 0,id,Time,Tweet,Flag,Tags
1937,301,1191779129408008193,2023-02-13 19:08:20+00:00,b'@gremlinxiao tbh jus go to a near shop they must have those fever devices they using for covid.',1,fever
1938,302,1308047245816651776,2023-02-13 19:08:18+00:00,b'RT @wwideheesyunki: jusko para akong shunga dito kasi fever fancam pa lang ni @madeforjykwn umiiyak na ko \xf0\x9f\xa5\xb2 tapos hanggang dulo na yung iya\xe2\x80\xa6',1,fever
1939,303,3331184331,2023-02-13 19:08:08+00:00,b'RT @LipsiaLydia: @DiceActors Somebody caught a fever \xf0\x9f\x8e\xb6\xf0\x9f\x8e\xb6 gegen @PatsVoiceActing kann Travolta einpacken \xf0\x9f\x95\xba https://t.co/qmYTeFsrFm',1,fever
1940,304,613414802,2023-02-13 19:08:04+00:00,"b'@Raw_News1st Marburg virus is a hemorrhagic fever virus. It causes Marburg virus disease in primates, a form of vir\xe2\x80\xa6 https://t.co/W7xiAuqLjt'",1,fever
1941,305,745842926933131264,2023-02-13 19:08:00+00:00,b'POV: WHAT I SEE IN MY FEVER DREAMS \xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/kXqavQuBZi',0,NIL
1942,306,1289948185776066561,2023-02-13 19:07:58+00:00,b'RT @mikegalsworthy: The UK was supposed to introduce key sanitary &amp; phytosanitary post-Brexit import checks on food in July 2022.\n\nIt didn\xe2\x80\x99\xe2\x80\xa6',0,NIL
1943,307,378778417,2023-02-13 19:07:52+00:00,"b'When you are getting better prepared for #thenextpandemic, it should not take a week to identify the etiology of an\xe2\x80\xa6 https://t.co/tFzHLBgF2i'",0,NIL
1944,308,859392421,2023-02-13 19:07:50+00:00,b'RT @rafascosmic: how it started vs how it\xe2\x80\x99s going \xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab https://t.co/V2pBC2WM5R',0,NIL
1945,309,859392421,2023-02-13 19:07:48+00:00,"b""@rafascosmic @RonenRubinstein Now I'm wondering how many other photos they Tarlosfied \xf0\x9f\x98\xad""",0,NIL
1946,310,1134629161253953536,2023-02-13 19:07:35+00:00,"b""It's Just strange and medically impossible to have 2 days fever when remembering an unwanted  memory from childhood""",1,fever
1947,311,1400082848023973892,2023-02-13 19:07:24+00:00,"b""RT @TroyRed7: My latest single The Fever  enters it's 6th week of airplay tomorrow The Commoners Too Much single enters into it's 5th week\xe2\x80\xa6""",1,Fever
1948,312,2963090340,2023-02-13 19:07:16+00:00,b'RT @NiharikaSodhi: Started my Monday strong. Kicked to work after two weeks. \n\nEnding my Monday burning w fever since afternoon. \n\nLife \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a',1,fever
1949,313,1279664494776639488,2023-02-13 19:07:14+00:00,b'RT @RBW_PURPLEKISS: [#\xed\x8d\xbc\xed\x94\x8c\xed\x82\xa4\xec\x8a\xa4]  \n\n5th Mini Album [Cabin Fever]\n\n\xe2\x9a\x9c SOLO CONCEPT PHOTO \xe2\x9a\x9c\n\n\xe2\x96\xaa YUKI \xe2\x96\xaa\n\xe2\x96\xaa CHAEIN \xe2\x96\xaa\n\xe2\x96\xaa SWAN \xe2\x96\xaa\n\n2023.02.15 6PM RELEASE\xe2\x9c\x94\xe2\x80\xa6',1,Fever
1950,314,1279664494776639488,2023-02-13 19:07:06+00:00,b'RT @RBW_PURPLEKISS: [#\xed\x8d\xbc\xed\x94\x8c\xed\x82\xa4\xec\x8a\xa4]  \n\n5th Mini Album [Cabin Fever]\n\n\xe2\x9a\x9c CONCEPT PHOTO \xe2\x9a\x9c\n\xf0\x9f\x97\x9d PURPLE KISS \xf0\x9f\x97\x9d\n\n2023.02.15 6PM RELEASE\xe2\x9c\x94\n\n#PURPLE_KISS #Cabi\xe2\x80\xa6',1,Fever
1951,315,1446263772419706880,2023-02-13 19:07:03+00:00,"b""Patreon uploads this week \xe2\x9c\x8c\xf0\x9f\x8f\xbc\n\nTuesday 2/14\n\n- ATEEZ Salary Lupin Ep. 3\n\n- ATEEZ -'Promise' + 'Fever' from It\xe2\x80\x99s Live\xe2\x80\xa6 https://t.co/dMXyrs4oXt""",1,Fever
1952,316,1110971593742790661,2023-02-13 19:06:58+00:00,b'@davenewworld_2 The fact that they really think God gives a shit about every aspect of the tiniest shit in our shor\xe2\x80\xa6 https://t.co/D81uBNgGSw',0,NIL
1953,317,1566709598001811457,2023-02-13 19:06:52+00:00,b'@ozmabean1 Totally. I\xe2\x80\x99ve heard that from a lot of people. Did you have a fever?',1,fever
1954,318,973271827723243521,2023-02-13 19:06:45+00:00,b'@PlayOverwatch still can\xe2\x80\x99t believe this is not a fever dream tbf',1,fever
1955,319,1362817452862750725,2023-02-13 19:06:26+00:00,b'@sare1121 The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to get hig\xe2\x80\xa6 https://t.co/Rc5eGDGSpQ',0,NIL
1956,320,1586976633927483393,2023-02-13 19:06:19+00:00,b'tags\n\nthe boyz kevin moon wts wtt jacob younghoon sangyeon eric q changmin haknyeon juhaknyeon hyunjae hwall hyunju\xe2\x80\xa6 https://t.co/LB1AJ3la6x',0,NIL
1957,321,977675343900192768,2023-02-13 19:06:12+00:00,b'THE NEWTON BOYS feels like a fever dream. doesn\xe2\x80\x99t have Linklater\xe2\x80\x99s handprint on it at all except having Ethan Hawke\xe2\x80\xa6 https://t.co/246u8ZMGn2',1,fever
1958,322,1362817452862750725,2023-02-13 19:06:11+00:00,b'@bscwhalegems The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to get\xe2\x80\xa6 https://t.co/WE1xsqM1QR',0,NIL
1959,323,1295573529258127360,2023-02-13 19:06:03+00:00,b'RT @drltna: miss ko na si jude tbh hdjdkd baby fever on a whole new lvl https://t.co/Xb4zu2P2f0',1,fever
1960,324,3047152694,2023-02-13 19:06:02+00:00,"b""... I mean that, it felt like a damn fever trip, I 100%ed at the time and it's never quite left me.\n\nAlso yes, I actually liked the game.""",1,fever
1961,325,1362817452862750725,2023-02-13 19:05:55+00:00,b'@kripto_kolik1 The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to ge\xe2\x80\xa6 https://t.co/zSuIMgActo',0,NIL
1962,326,1585996467629690881,2023-02-13 19:05:44+00:00,"b""Rite Aid Children's Pain Relief Chewable Grape Tablets, Acetaminophen, 160 mg - 24 Count | Pain &amp; Fever Relief Chil\xe2\x80\xa6 https://t.co/37wMosOSLE""",1,Fever
1963,327,23720322,2023-02-13 19:05:25+00:00,"b""@Dust_Bunny_XOXO Well keep an eye on it sometimes it's more than just a little fever. [she smiled]""",1,fever
1964,328,801229069845151744,2023-02-13 19:05:04+00:00,b'Nous \xc3\xa9coutons  Avec Cristobal - Dance Fever du 13 F\xc3\xa9vrier 2023 sur #mrcradio\n\nPour \xc3\xa9couter la Radio :\xe2\x80\xa6 https://t.co/AwhNkfXAuX',1,Fever
1965,329,1362817452862750725,2023-02-13 19:05:02+00:00,b'@cryptojack The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to get h\xe2\x80\xa6 https://t.co/jfGLtCeIhI',0,NIL
1966,330,1362817452862750725,2023-02-13 19:04:52+00:00,b'@ilhan_ktp @cryptojack @DarkshieldG The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim\xe2\x80\xa6 https://t.co/ZdazDVpT9V',0,NIL
1967,331,1128951677451530241,2023-02-13 19:04:41+00:00,b'RT @TakoTako_BooBoo: Hay fever season is about to start\xf0\x9f\x98\xac\n\xe3\x81\x9d\xe3\x82\x8d\xe3\x81\x9d\xe3\x82\x8d\xe8\x8a\xb1\xe7\xb2\x89\xe7\x97\x87\xe3\x81\xae\xe6\x99\x82\xe6\x9c\x9f\xe3\x81\xa7\xe3\x81\x99\xe3\x81\xad\xf0\x9f\x98\xac\n\nhttps://t.co/2eFD9PrxKh https://t.co/YdBK5TXI7y',1,fever
1968,332,1128951677451530241,2023-02-13 19:04:40+00:00,b'RT @TakoTako_BooBoo: Hay fever season is about to start.......\xe2\x9c\xa8         \n\xe3\x81\x9d\xe3\x82\x8d\xe3\x81\x9d\xe3\x82\x8d\xe8\x8a\xb1\xe7\xb2\x89\xe7\x97\x87\xe3\x81\xae\xe6\x99\x82\xe6\x9c\x9f\xe3\x81\xa7\xe3\x81\x99\xe3\x81\xad.......\xe2\x9c\xa8\n\nhttps://t.co/2eFD9PrxKh https://t.co/fd0KZ8\xe2\x80\xa6',1,fever
1969,333,717053150990041088,2023-02-13 19:04:38+00:00,b'RT @JoeWStanley: Not a single UK citizen would be happy that unsafe food is coming onto our market because of a total lack of inspections a\xe2\x80\xa6',0,NIL
1970,334,1362817452862750725,2023-02-13 19:04:37+00:00,b'@yourcryptodj The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to get\xe2\x80\xa6 https://t.co/VowaznzvH4',0,NIL
1971,335,1370912813720436736,2023-02-13 19:04:34+00:00,b'Taking Princess to Doctor for a pretty high fever. She insisted on making sure her baby doll was strapped in a seat\xe2\x80\xa6 https://t.co/M8FJrIiojq',1,fever
1972,336,814995058994900993,2023-02-13 19:04:24+00:00,b'RT @awkwrdlovergirl: this is either gonna be 4x02 where we don\xe2\x80\x99t believe them and then we\xe2\x80\x99re gagged or 4x01 where we\xe2\x80\x99re all let down by how\xe2\x80\xa6',0,NIL
1973,337,1221233955355217920,2023-02-13 19:04:03+00:00,"b""(Update about my health)\nMy body just recovered from the fever, and i'm feeling good from this.\xf0\x9f\x99\x82 However my head hu\xe2\x80\xa6 https://t.co/uDNB3T50cy""",1,fever
1974,338,24679269,2023-02-13 19:03:57+00:00,b'RT @Radio_poodle: Deep in the Fever Swamp\n\n#midjourney #midjourneyart  \n#aiartcommunity #AIart https://t.co/IUYrU8YYCq',1,Fever
1975,339,1486545593510072322,2023-02-13 19:03:50+00:00,b'the fact that this is real and not some crazy fever dream i had https://t.co/83jLsFzgcg',1,fever
1976,340,1257207321933099008,2023-02-13 19:03:46+00:00,"b'@Stonurai5 @LayahHeilpern It makes me sad reading such lies, you may have had Covid healthy people can shrug it off\xe2\x80\xa6 https://t.co/FbbYGuwzcy'",0,NIL
1977,341,1476241243575304199,2023-02-13 19:03:39+00:00,b'ok im actually feeling like im dying from the fever i have so im gonna go sleep byee',1,fever
1978,342,2204992052,2023-02-13 19:03:37+00:00,b'tremendo fever dream https://t.co/PzNy2mSZQe',1,fever
1979,343,1114987080629858306,2023-02-13 19:03:36+00:00,b'The Democrats bench of candidates is so shallow bc they actively harm candidates that could capture the same anti-e\xe2\x80\xa6 https://t.co/MKZ3s8d7xF',0,NIL
1980,344,1385782382892969992,2023-02-13 19:03:33+00:00,b'so once a month omegas will start to get a fever\xe2\x80\x94 https://t.co/WNLRe6E5x3',1,fever
1981,345,1362817452862750725,2023-02-13 19:03:20+00:00,b'@PadMobi The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to get high\xe2\x80\xa6 https://t.co/ZtJysbSJPU',0,NIL
1982,346,1594847590838931457,2023-02-13 19:03:17+00:00,"b'dream on, trigger the fever'",1,fever
1983,347,249907499,2023-02-13 19:03:00+00:00,b'@rory_is_online @catatonicyouths Peak fever dream',1,fever
1984,348,1512889029892710412,2023-02-13 19:02:59+00:00,b'CABIN FEVER &gt;&gt;&gt;&gt;&gt;&gt;&gt;',0,NIL
1985,349,1153863538793996288,2023-02-13 19:02:53+00:00,b'RT @holyyuns: wts ateez fever pt 3 album set (unsealed)\n\n- comes with all inclusions \n- selling each set for $30 + $5 shipping \n- US only\xe2\x80\xa6',1,fever
1986,350,1251397629923201025,2023-02-13 19:02:52+00:00,"b'Dekuji vsem matkam, co sdili sve zkusenosti s minimiminy na internetu, oddaluje mi to celkem solidne baby fever!'",1,fever
1987,351,1590823615095873560,2023-02-13 19:02:44+00:00,"b'@Meowkittykitty It\xe2\x80\x99s fine, just a little fever'",1,fever
1988,352,2209902704,2023-02-13 19:02:39+00:00,"b'day; Terms. ticket, Fever Feminine Frustrating\n\xd8\x9f?\n\xd9\x86\xd9\x85\xd8\xb4\xdb\x92\n\n\xf0\x9f\x94\xb9H69\xf0\x9f\x94\xb9\n\xf0\x9f\x94\xb9H69\xf0\x9f\x94\xb9\n\xf0\x9f\x94\xb9H69\xf0\x9f\x94\xb9'",1,Fever
1989,353,1594691209271787520,2023-02-13 19:02:30+00:00,b'Nimrit at Farah party BB16 \xf0\x9f\xa4\xa9\n#BiggBoss16 Fever \n\n#NimritKaurAhluwalia #Nimritians #ChardiKalaVichRehNimrit https://t.co/xwWt0hVoXt',1,Fever
1990,354,1521599686309732354,2023-02-13 19:02:23+00:00,b'RT @ademyavuz47: @WhaleEverything The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to get hig\xe2\x80\xa6',0,NIL
1991,355,1280833129452728320,2023-02-13 19:02:10+00:00,"b'@xavierverse @xavms Fever and ParadoXXX Invasion, walang reason basta boom hinatak lang ako nang mga kantang yon. L\xe2\x80\xa6 https://t.co/uifYN1XdS0'",1,Fever
1992,356,1307749440321712128,2023-02-13 19:01:55+00:00,b'Flying Saucer Fever Grips America in 2023 with Graeme Rendall https://t.co/TZ0efbMZ5C',1,Fever
1993,357,1362817452862750725,2023-02-13 19:01:41+00:00,b'@ilhan_ktp @WhaleEverything @DarkshieldG The team is trying to do Dejavu. Its instant price is behind Ath 100x. now\xe2\x80\xa6 https://t.co/7zxxC7YdYv',0,NIL
1994,358,1223692081580990465,2023-02-13 19:01:37+00:00,"b'RT @theipaper: Unsafe meat is being allowed into the UK because of a lack of post-Brexit border checks, say industry insiders, who fear Afr\xe2\x80\xa6'",0,NIL
1995,359,1177295155470225408,2023-02-13 19:01:29+00:00,"b'At DoctorsCare, we treat medical situations that require immediate care but are not life-threatening, such as:\n\n\xe2\x80\xa2 A\xe2\x80\xa6 https://t.co/b7xa6za2XE'",0,NIL
1996,360,1563639449464246275,2023-02-13 19:01:26+00:00,b'@AmazingPhil This feels like a fever dream',1,fever
1997,361,1492611857206624257,2023-02-13 19:01:25+00:00,"b""@Ayo_bami007 @megsmedia You have red fever \xf0\x9f\xa4\x92 haha God will heal you,cos you're a disgrace""",1,fever
1998,362,1454817553,2023-02-13 19:01:15+00:00,b'RT @dimitrios_beis: @machiavelli_gr \xce\x9a\xce\xb1\xce\xb9 \xce\xb3\xce\xb9\xce\xb1\xcf\x84\xce\xaf \xcf\x86\xce\xbf\xcf\x81\xce\xac\xce\xb5\xce\xb9 \xcf\x83\xcf\x84\xce\xbf\xce\xbb\xce\xae \xcf\x84\xce\xbf\xcf\x85 Enterprise \xcf\x84\xcf\x8c\xcf\x84\xce\xb5? \xce\xa4\xce\xb9 \xce\xbc\xce\xb1\xcf\x82 \xce\xba\xcf\x81\xcf\x8d\xce\xb2\xce\xbf\xcf\x85\xce\xbd?',0,NIL
1999,363,1448349302112329735,2023-02-13 19:01:07+00:00,b'america is scary and trying to maintain sanity and still experience joy here feels like a never ending fever dream',1,fever
2000,364,1185548648467353600,2023-02-13 19:01:02+00:00,b'Madonna\xe2\x80\x99s cover of Fever is so underrated https://t.co/2KR3Mb2jW0',1,Fever
2001,365,886898462008135680,2023-02-13 19:00:59+00:00,b'jusko para akong shunga dito kasi fever fancam pa lang ni @madeforjykwn umiiyak na ko \xf0\x9f\xa5\xb2 tapos hanggang dulo na yung\xe2\x80\xa6 https://t.co/yJp2DwXQt3',1,fever
2002,366,884166745090662401,2023-02-13 19:00:58+00:00,b'It\xe2\x80\x99s cup fever for this weeks upcoming games for the adult section.\n\nSaturday \n\xe2\x9a\xbd\xef\xb8\x8fReserves HOME \xf0\x9f\x86\x9a Basford Utd 21\xe2\x80\x99s.\xe2\x80\xa6 https://t.co/TwA6cJdtyL',1,fever
2003,367,1280833129452728320,2023-02-13 19:00:38+00:00,"b""RT @xavierverse: ENHYPEN SEALED GGU GGU PACKAGE 2023 GIVEAWAY ! \n\n\xf0\x9f\x93\x8cSTREAM 'FEVER' MV!\n\xf0\x9f\x94\x97: https://t.co/X1pADsQHA8\n\xf0\x9f\x93\x8cDrop proof with timestamp\xe2\x80\xa6""",0,NIL
2004,368,995731694555561984,2023-02-13 19:00:27+00:00,"b'@_itzashe_ yess got high fever, cold &amp; cough w it then Body ache idk WHY THEY DECIDED TO ATTAC ME ALL AT ONCE BUT IM GON F8 BACK\xf0\x9f\x98\xa4'",1,fever
2005,369,1366881816905461762,2023-02-13 19:00:23+00:00,b'#NowPlaying Jai Mohan  - Jai Mohan  - fever at https://t.co/JNfC3Ouky0',1,fever
2006,370,1560221464128851970,2023-02-13 19:00:19+00:00,b'RT @CerromeZONE: Meek lookin like Gator from Jungle Fever https://t.co/DeWDzDBA5Z',1,Fever
2007,371,258242048,2023-02-13 19:00:11+00:00,b'The fever \xf0\x9f\x98\xad\xf0\x9f\x98\x8d https://t.co/jFMf29UMae',1,fever
2008,372,23236478,2023-02-13 19:00:09+00:00,b'Goldman Sachs leads new $110m investment in live entertainment tech company Fever - Music Business Worldwide https://t.co/lTBc5ppdSr',1,Fever
2009,373,60227645,2023-02-13 18:59:59+00:00,"b'@WhiteHouse What a scam. My daughter has half a heart and is unvaccinated. She caught Covid (original strain), and\xe2\x80\xa6 https://t.co/DAqirzGYVI'",0,NIL
2010,374,1560994201889906688,2023-02-13 18:59:49+00:00,b'@Asaysaymen Seasonal flu and fever. \xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7',1,fever
2011,375,1562267394,2023-02-13 18:59:43+00:00,b'RT @Imocdofficial: \xe5\x85\x88\xe9\x80\xb1\xe3\x81\xaf\xe8\xaa\x95\xe7\x94\x9f\xe6\x97\xa5\xe3\x83\xa1\xe3\x83\x83\xe3\x82\xbb\xe3\x83\xbc\xe3\x82\xb8\xe3\x80\x81\xe6\xb2\xa2\xe5\xb1\xb1\xe3\x81\x82\xe3\x82\x8a\xe3\x81\x8c\xe3\x81\xa8\xe3\x81\x86\xef\xbc\x8150\xe6\xad\xb3\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x82\x88\xe3\x80\x82\xe3\x81\x82\xe3\x81\xa3\xe3\x81\xa8\xe3\x81\x84\xe3\x81\x86\xe9\x96\x93\xe3\x81\xa0\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xaa\xe3\x80\x82\xe3\x81\x93\xe3\x82\x8c\xe3\x81\x8b\xe3\x82\x89\xe3\x82\x82\xe3\x82\x88\xe3\x82\x8d\xe3\x81\x97\xe3\x81\x8f\xe3\x81\x8a\xe9\xa1\x98\xe3\x81\x84\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99:)\n2\xef\xbc\x8f\xef\xbc\x92\xef\xbc\x98\xe6\x97\xa5\xe3\x80\x81\xe6\x99\x82\xe9\x96\x93\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8b\xe4\xba\xba\xe3\x81\xaf\xe6\x98\xaf\xe9\x9d\x9e\xe6\x96\xb0\xe4\xbb\xa3\xe7\x94\xb0FEVER\xe3\x81\xb8\xef\xbc\x81 https://t.co/Nnfwp3kf84',0,NIL
2012,376,859392421,2023-02-13 18:59:33+00:00,b'This is insane to me \xf0\x9f\x98\x8d https://t.co/A9TU5cs1Dp',0,NIL
2013,377,4876038363,2023-02-13 18:59:32+00:00,b'RT @AnimalSOSSLanka: Do you remember the poor old girl named Etna from Ambalangoda? \xf0\x9f\x90\xbe\n\nShe had a HUGE tumour that we successfully removed a\xe2\x80\xa6',0,NIL
2014,378,1153669038561738754,2023-02-13 18:59:31+00:00,b'@VAMPIREATTIRE i\xe2\x80\x99m not entirely sure that wasn\xe2\x80\x99t a fever dream but yes',1,fever
2015,379,1521599686309732354,2023-02-13 18:59:12+00:00,b'RT @MikailEFE13: @100xAltcoinGems The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to get hig\xe2\x80\xa6',0,NIL
2016,380,1078920203638067200,2023-02-13 18:59:10+00:00,b'RT @dokidreams: DOSIE\xe2\x80\x99S VOICE WAS IN THE INTRO AND NO ONE REALIZED OR WAS TALKING ABOUT IT???\n\nCABIN FEVER HIGHLIGHT MEDLEY\n#D1_to_Cabin_Fe\xe2\x80\xa6',0,NIL
2017,381,1409012832881070081,2023-02-13 18:59:05+00:00,"b""@draco9384 @hottamali02 I was born in the early 1970s &amp; had mumps in elementary school. I don't recall many other k\xe2\x80\xa6 https://t.co/d1xKIKhyuk""",1,mumps
2018,382,43802743,2023-02-13 18:59:00+00:00,"b'\xe2\x80\x9cShope\xe2\x80\x99s is thrilling writing at the intersection of prose and poetry; a fever dream of passion, trauma, and nightm\xe2\x80\xa6 https://t.co/3fYZFJckvF'",1,fever
2019,383,756642303712763904,2023-02-13 18:58:59+00:00,"b'@yoshismachbike @DoobusGoobus I always remembered his voice, but I could never put the name of the show I watched a\xe2\x80\xa6 https://t.co/LfKOh3l1Am'",0,NIL
2020,384,972576001371918336,2023-02-13 18:58:39+00:00,b'RT @maronberryboi: i got sick and now i have a fever... someone pls take care of me \xf0\x9f\xa5\xba https://t.co/R8ZaObHAk7',1,fever
2021,385,1183072322917486592,2023-02-13 18:58:37+00:00,b'ive been having baby fever so bad \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9but im not havin no baby bye',1,fever
2022,386,1118615818500100097,2023-02-13 18:58:35+00:00,"b'As ChatGPT hype hits fever pitch, Neeva launches its generative AI search engine internationally https://t.co/Juxua2OkcV'",1,fever
2023,387,1558154797336887299,2023-02-13 18:58:26+00:00,"b'RT @_teallatte: Want a quick zutara read for breakfast? I give you: Agni\'s Fever by SongofHopeandHonor \n\n""She decides that she loves him fo\xe2\x80\xa6'",1,Fever
2024,388,1550471231417327617,2023-02-13 18:58:20+00:00,"b'-- audible only above the frequency of fever dreams.\n\n""Somehow those are magic words to me. Usually I do feel unseen. How did you know?""'",1,fever
2025,389,1521599686309732354,2023-02-13 18:58:15+00:00,b'RT @MikailEFE13: @pascualprincipe The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to get hig\xe2\x80\xa6',0,NIL
2026,390,1290353314002022401,2023-02-13 18:58:11+00:00,"b'fever, polaroid love and blockbuster these are the same ppl that swear they don\xe2\x80\x99t want enha\xe2\x80\x99s music for their own f\xe2\x80\xa6 https://t.co/GRkszjXlpG'",1,fever
2027,391,114389047,2023-02-13 18:58:07+00:00,b'Today\xe2\x80\x99s star @ Motau\xf0\x9f\xa6\x81Nursery is Fever Tree!\nThe rain has washed the Yellow Bark clean\nThis tree is natural herb wit\xe2\x80\xa6 https://t.co/QkHZBY5NU6',1,Fever
2028,392,1450165234124083211,2023-02-13 18:58:05+00:00,b'@jordiboy86 @WtxNews I still feel like this was a fever dream because I remember it so fondly and nobody ever remembers it',1,fever
2029,393,229575034,2023-02-13 18:58:03+00:00,"b""Sounds like this will be another strong album from PurKi!\n\n\xed\x8d\xbc\xed\x94\x8c\xed\x82\xa4\xec\x8a\xa4(PURPLE KISS) 'Cabin Fever' Highlight Medley https://t.co/FqqIHEJOy0""",1,Fever
2030,394,999253636344508416,2023-02-13 18:58:02+00:00,"b'Want a quick zutara read for breakfast? I give you: Agni\'s Fever by SongofHopeandHonor \n\n""She decides that she love\xe2\x80\xa6 https://t.co/uVPLOk5vnR'",1,Fever
2031,395,1362817452862750725,2023-02-13 18:57:58+00:00,b'@100xAltcoinGems The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to\xe2\x80\xa6 https://t.co/vS07ZrHlGb',0,NIL
2032,396,1438887095406370823,2023-02-13 18:57:38+00:00,b'Celebrating my 14 with my forever toxic  flu and fever \xf0\x9f\x8c\x9a',1,fever
2033,397,772778560306184192,2023-02-13 18:57:34+00:00,b'RT @_emilyrarick: Please keep praying for Evie. She has barely eaten in two days and is very weak. I\xe2\x80\x99ve had her fever down with Tylenol and\xe2\x80\xa6',1,fever
2034,398,1295681402051207168,2023-02-13 18:57:33+00:00,"b""RT @TerryTyler4: '115 years ago, everyone lived like kings.  Then most of them got bat fever.  Now we live in shacks, and if we don't work,\xe2\x80\xa6""",1,fever
2035,399,1568568463706263552,2023-02-13 18:57:23+00:00,b'RT @cnnphilippines: The ENHYPEN fever here in the country is stronger than ever with the boy group beginning their three-day concert in the\xe2\x80\xa6',1,fever
2036,400,74457965,2023-02-13 18:57:11+00:00,"b'No Amazons-Atlanteans war, no Thomas/Martha as Batman/Joker, no Cyborg, no proper Superman (no Henry Cavill), no Sn\xe2\x80\xa6 https://t.co/Zc7chW1WWL'",0,NIL
2037,401,1014565131097960449,2023-02-13 18:57:06+00:00,b'It\xe2\x80\x99ll be a miracle if I won\xe2\x80\x99t end up this moving saga with a fever',1,fever
2038,402,94822428,2023-02-13 18:56:59+00:00,"b'""Why didn\'t we come up with this?""\n""I always leave energized.""\n\nCatch the fever of student engagement and contribut\xe2\x80\xa6 https://t.co/ocnLiszeLR'",1,fever
2039,403,1362817452862750725,2023-02-13 18:56:56+00:00,b'@pascualprincipe The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to\xe2\x80\xa6 https://t.co/jfCueILnCc',0,NIL
2040,404,1362817452862750725,2023-02-13 18:56:30+00:00,b'@CryptoWizardd The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to ge\xe2\x80\xa6 https://t.co/nc11OjvhMv',0,NIL
2041,405,918179834131558401,2023-02-13 18:56:23+00:00,b'this video is so chaotic okare fever dream \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/sKoHYVLdRK',1,fever
2042,406,11918252,2023-02-13 18:56:19+00:00,"b'@EsDeib That guy makes me sick. However, gotta say all Warriors fans are certainly not like that. My husband and I\xe2\x80\xa6 https://t.co/Zz2YoeXvQn'",0,NIL
2043,407,1362817452862750725,2023-02-13 18:56:12+00:00,b'@Cryptonftgems The team is trying to do Dejavu. Its instant price is behind Ath 100x. now aim for Ath and aim to ge\xe2\x80\xa6 https://t.co/jbdHW4GYJM',0,NIL
2044,408,1501258774002094089,2023-02-13 18:56:11+00:00,b'@yourmomskacchan /Hell yeah I did I swear I thought it was just a fever dream I thought I was the only one who remembered that show\xf0\x9f\xa5\xb9',1,fever
2045,409,1472537554444558336,2023-02-13 18:55:57+00:00,b'I think we are safe to say there is a gold fever in town:\nThe California Gold Rush (1848\xe2\x80\x931855)\nThe Crypto Gold Rush\xe2\x80\xa6 https://t.co/NyBIXzBOgE',1,fever
2046,410,4270499712,2023-02-13 18:55:54+00:00,b'RT @jordanmw_1994: Am i home with a 101 fever cause of the flu? Yes. Am i watching my comfort movie Xoxo? Yes.',1,fever
2047,411,940435499336044546,2023-02-13 18:55:48+00:00,"b'@KatePri14608408 @DavidJoffe64 @NjbBari3 @LettersfromTim ""Marburg virus disease is a highly virulent disease that c\xe2\x80\xa6 https://t.co/No1csKCz55'",1,disease
2048,412,1547628409,2023-02-13 18:55:47+00:00,b'Is it reasonable to for Thanatos to get baby fever after the birth of his first pup? Like after going so long think\xe2\x80\xa6 https://t.co/ZfIcH53oDm',1,fever
2049,413,1377194867080724482,2023-02-13 18:55:43+00:00,b'HEY! Come join our streaming parties enjin!! Road to 100mil on fever \xf0\x9f\xa5\xb0 https://t.co/bSssFeMsgi',1,fever
2050,414,70321882,2023-02-13 18:55:29+00:00,"b""RT @FartonFink: my friend Alex and I started a movie podcast where we goof around and talk about film franchises. if you've had Magic Mike\xe2\x80\xa6""",0,NIL
